Symbol,Name,Sector,Industry,Type,Source,Website,LogoUrl,Exchange,ShortName,LongName,Market,FundFamily,MarketCapValue,YahooTicker,ExchangeCode
BBCA,Jpmorgan Betabuilders Canada ETF,,,ETF,,,,BTS,JPMorgan BetaBuilders Canada ET,JPMorgan BetaBuilders Canada ETF,us_market,JPMorgan,,BBCA,AMEX
BBEU,Jpmorgan Betabuilders Europe ETF,,,ETF,,,,BTS,JPMorgan BetaBuilders Europe ET,JPMorgan BetaBuilders Europe ETF,us_market,JPMorgan,,BBEU,AMEX
BBIN,Jpmorgan Betabuilders International,,,ETF,,,,BTS,JPMorgan BetaBuilders Internati,JPMorgan BetaBuilders International Equity ETF,us_market,JPMorgan,,BBIN,AMEX
BBJP,Jpmorgan Betabuilders Japan ETF,,,ETF,,,,BTS,JPMorgan BetaBuilders Japan ETF,JPMorgan BetaBuilders Japan ETF,us_market,JPMorgan,,BBJP,AMEX
BBMC,Jpmorgan Betabuilders U.S. Mid Cap,,,ETF,,,,PCX,JPMorgan BetaBuilders U.S. Mid ,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,us_market,JPMorgan,,BBMC,AMEX
BBP,Bioshares Biotech Products,,,ETF,,,,PCX,Virtus LifeSci Biotech Products,Virtus LifeSci Biotech Products ETF,us_market,Virtus,,BBP,AMEX
BBRE,JPM Betabuilders MSCI U.S. REIT ETF,,,ETF,,,,BTS,JPMorgan BetaBuilders MSCI U.S.,JPMorgan BetaBuilders MSCI U.S. REIT ETF,us_market,JPMorgan,,BBRE,AMEX
BBSA,JPM Betabuilders 1-5 Year U.S. Aggregate,,,ETF,,,,BTS,JPMorgan BetaBuilders 1-5 Year ,JPMorgan BetaBuilders 1-5 Year U.S. Aggregate Bond ETF,us_market,JPMorgan,,BBSA,AMEX
BBSC,Jpmorgan Betabuilders U.S. Small Cap,,,ETF,,,,PCX,JPMorgan BetaBuilders U.S. Smal,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,us_market,JPMorgan,,BBSC,AMEX
BBUS,JPM Betabuilders U.S. Equity ETF,,,ETF,,,,BTS,JPMorgan BetaBuilders U.S. Equi,JPMorgan BetaBuilders U.S. Equity ETF,us_market,JPMorgan,,BBUS,AMEX
BCD,All Commodity Longer Dated Strategy K-1,,,ETF,,,,PCX,abrdn Bloomberg All Commodity L,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,us_market,Aberdeen Standard Investments,,BCD,AMEX
BCDF,Horizon Kinetics Blockchain Development,,,ETF,,,,PCX,Listed Funds Trust Horizon Kine,Horizon Kinetics Blockchain Development ETF,us_market,Horizon Kinetics,,BCDF,AMEX
BCI,All Commodity Strategy K-1 Free ETF,,,ETF,,,,PCX,abrdn Bloomberg All Commodity S,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,us_market,Aberdeen Standard Investments,,BCI,AMEX
BCIM,Abrdn Bloomberg Industrial Metals,,,ETF,,,,PCX,abrdn Bloomberg Industrial Meta,abrdn ETFs - abrdn Bloomberg Industrial Metals Strategy K-1 Free ETF,us_market,,,BCIM,AMEX
BCM,Ipath Pure Beta Broad Commodity ETN,,,ETF,,,,PCX,iPath Pure Beta Broad Commodity,iPath Pure Beta Broad Commodity ETN,us_market,Milleis Investissements Funds,,BCM,AMEX
BCV,Bancroft Convertible Fund,Financial Services,Asset Management,EQUITY,,https://www.gabelli.com/Template/fundinfo.cfm?tid=NzZjZjM=&bid=OTA3YQ==&mid=NGNlN2E=&num=NWRhZWU=&kid=NTVhZGY=&fid=NTNiMDc=&rid=321-=edoc_dnuf,https://logo.clearbit.com/gabelli.com,NYQ,12944,Bancroft Fund Ltd.,us_market,,101490400,BCV,AMEX
BCV-A,Bancroft Fund Ltd,,,INDEX,,,,PNK,,,us_market,,,BCV-A,AMEX
BDCX,Etracs Quarterly Pay 1.5X Bdc Index ETN,,,ETF,,,,PCX,ETRACS Quarterly Pay 1.5X Lever,ETRACS Quarterly Pay 1.5X Leveraged Wells Fargo BDC Index ETN,us_market,UBS,,BDCX,AMEX
BDCZ,Etracs Bus Dev ETN Series B,,,ETF,,,,PCX,ETRACS MVIS Business Developmen,UBS ETRACS Wells Fargo Business Development Company Index ETN,us_market,UBS Group AG,,BDCZ,AMEX
BDEC,Innovator S&P 500 Buffer ETF December,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator S&P 500 Buffer ETF - December,us_market,Innovator ETFs,,BDEC,AMEX
BDL,Flanigan's Enterprises,Consumer Cyclical,Restaurants,EQUITY,,https://www.flanigans.net,https://logo.clearbit.com/flanigans.net,ASE,"Flanigan's Enterprises, Inc.","Flanigan's Enterprises, Inc.",us_market,,48481024,BDL,AMEX
BDRY,Breakwave Dry Bulk Shipping ETF,,,ETF,,,,PCX,Breakwave Dry Bulk Shipping ETF,Breakwave Dry Bulk Shipping ETF,us_market,ETFMG,,BDRY,AMEX
BECO,Blackrock Future Climate and Sustainable,,,ETF,,,,PCX,BlackRock Future Climate and Su,BlackRock Future Climate and Sustainable Economy ETF,us_market,BlackRock,,BECO,AMEX
BEDZ,Advisorshares Hotel ETF,,,ETF,,,,PCX,AdvisorShares Hotel ETF,AdvisorShares Hotel ETF,us_market,AdvisorShares,,BEDZ,AMEX
BERZ,Microsectors Fang & Innovation -3X ETN,,,ETF,,,,PCX,MicroSectors FANG & Innovation ,MicroSectors Solactive FANG & Innovation -3X Inverse Leveraged ETNs,us_market,BMO Capital Markets,,BERZ,AMEX
BETZ,Roundhill Sports Betting & Igaming ETF,,,ETF,,,,PCX,Roundhill Sports Betting & iGam,Roundhill Sports Betting & iGaming ETF,us_market,Roundhill Investments,,BETZ,AMEX
BFEB,Innovator S&P 500 Buffer ETF Feb,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator S&P 500 Buffer ETF - February,us_market,Innovator ETFs,,BFEB,AMEX
BFIX,Build Bond Innovation ETF,,,ETF,,,,PCX,Build Funds Trust Build Bond In,Build Bond Innovation ETF,us_market,Build Funds Trust,,BFIX,AMEX
BFOR,Barron's 400 ETF,,,ETF,,,,PCX,Barron's 400,Barron's 400 ETF,us_market,ALPS ETF Trust,,BFOR,AMEX
BFTR,Blackrock Future Innovators ETF,,,ETF,,,,PCX,BlackRock Future Innovators ETF,BlackRock Future Innovators ETF,us_market,BlackRock,,BFTR,AMEX
BGI,Birks Group Inc,Consumer Cyclical,Luxury Goods,EQUITY,,https://www.maisonbirks.com,https://logo.clearbit.com/maisonbirks.com,ASE,Birks Group Inc.,Birks Group Inc.,us_market,,101648576,BGI,AMEX
BGLD,FT CBOE Vest Gold Strategy Quarterly,,,ETF,,,,BTS,FT Cboe Vest Gold Strategy Quar,FT Cboe Vest Gold Tactical Buffer ETF,us_market,First Trust,,BGLD,AMEX
BHB,Bar Harbor Bankshares,Financial Services,Banks—Regional,EQUITY,,https://www.barharbor.bank,https://logo.clearbit.com/barharbor.bank,ASE,"Bar Harbor Bankshares, Inc.",Bar Harbor Bankshares,us_market,,413263456,BHB,AMEX
BIBL,Inspire 100 ETF,,,ETF,,,,PCX,Inspire 100 ETF,Inspire 100 ETF,us_market,Inspire,,BIBL,AMEX
BIDS,Amplify Digital & Online Trading ETF,,,ETF,,,,PCX,Amplify Digital & Online Tradin,Amplify Digital & Online Trading ETF,us_market,Amplify ETFs,,BIDS,AMEX
BIL,1-3 Month T-Bill Barclays Capital SPDR,,,ETF,,,,PCX,SPDR Bloomberg 1-3 Month T-Bill,SPDR Bloomberg 1-3 Month T-Bill ETF,us_market,SPDR State Street Global Advisors,,BIL,AMEX
BILS,SPDR Barclays 3-12 Month T-Bill ETF,,,ETF,,,,PCX,SPDR Bloomberg 3-12 Month T-Bil,SPDR Bloomberg 3-12 Month T-Bill ETF,us_market,SPDR State Street Global Advisors,,BILS,AMEX
BITI,Proshares Short Bitcoin Strategy ETF,,,ETF,,,,PCX,ProShares Trust ProShares Short,ProShares Trust - ProShares Short Bitcoin Strategy ETF,us_market,,,BITI,AMEX
BITO,Proshares Bitcoin Strategy ETF,,,ETF,,,,PCX,ProShares Bitcoin Strategy ETF,ProShares Bitcoin Strategy ETF,us_market,ProShares,,BITO,AMEX
BITQ,Bitwise Crypto Industry Innovators ETF,,,ETF,,,,PCX,Bitwise Crypto Industry Innovat,Bitwise Crypto Industry Innovators ETF,us_market,Exchange Traded Concepts,,BITQ,AMEX
BIV,Interm Term Bond ETF Vanguard,,,ETF,,,,PCX,Vanguard Intermediate-Term Bond,Vanguard Intermediate-Term Bond Index Fund,us_market,Vanguard,,BIV,AMEX
BIZD,Vaneck Bdc Income ETF,,,ETF,,,,PCX,VanEck BDC Income ETF,VanEck BDC Income ETF,us_market,VanEck,,BIZD,AMEX
BJAN,Innovator S&P 500 Buffer ETF Jan,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator U.S. Equity Buffer ETF - January,us_market,Innovator ETFs,,BJAN,AMEX
BJUL,Innovator S&P 500 Buffer ETF Jul,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator U.S. Equity Buffer ETF - July,us_market,Innovator ETFs,,BJUL,AMEX
BJUN,Innovator ETFS Trust,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator S&P 500 Buffer ETF - June,us_market,Innovator ETFs,,BJUN,AMEX
BKAG,BNY Mellon Core Bond ETF,,,ETF,,,,PCX,BNY Mellon Core Bond ETF,BNY Mellon Core Bond ETF,us_market,BNY Mellon,,BKAG,AMEX
BKCI,BNY Mellon ETF Trust BNY Mellon,,,ETF,,,,PCX,BNY Mellon ETF Trust BNY Mellon,BNY Mellon Concentrated International ETF,us_market,BNY Mellon,,BKCI,AMEX
BKEM,BNY Mellon Emerging Markets Equity ETF,,,ETF,,,,PCX,BNY Mellon Emerging Markets Equ,BNY Mellon Emerging Markets Equity ETF,us_market,BNY Mellon,,BKEM,AMEX
BKES,BNY Mellon Sustainable Global EM ETF,,,ETF,,,,PCX,BNY Mellon ETF Trust BNY Mellon,BNY Mellon Sustainable Global Emerging Markets ETF,us_market,BNY Mellon,,BKES,AMEX
BKF,BRIC Ishares MSCI ETF,,,ETF,,,,PCX,iShares MSCI BIC ETF,iShares MSCI BIC ETF,us_market,iShares,,BKF,AMEX
BKHY,BNY Mellon High Yield Beta ETF,,,ETF,,,,PCX,BNY Mellon High Yield Beta ETF,BNY Mellon High Yield Beta ETF,us_market,BNY Mellon,,BKHY,AMEX
BKIE,BNY Mellon International Equity ETF,,,ETF,,,,PCX,BNY Mellon International Equity,BNY Mellon International Equity ETF,us_market,BNY Mellon,,BKIE,AMEX
BKIS,BNY Mellon Sustainable International,,,ETF,,,,PCX,BNY Mellon ETF Trust BNY Mellon,BNY Mellon Sustainable International Equity ETF,us_market,BNY Mellon,,BKIS,AMEX
BKLC,BNY Mellon US Large Cap Core Equity ETF,,,ETF,,,,PCX,BNY Mellon US Large Cap Core Eq,BNY Mellon US Large Cap Core Equity ETF,us_market,BNY Mellon,,BKLC,AMEX
BKLN,Senior Loan Invesco ETF,,,ETF,,,,PCX,Invesco Senior Loan ETF,Invesco Senior Loan ETF,us_market,Invesco,,BKLN,AMEX
BKMC,BNY Mellon US Mid Cap Core Equity ETF,,,ETF,,,,PCX,BNY Mellon US Mid Cap Core Equi,BNY Mellon US Mid Cap Core Equity ETF,us_market,BNY Mellon,,BKMC,AMEX
BKSB,BNY Mellon Short Duration Corporate Bond,,,ETF,,,,PCX,BNY Mellon Short Duration Corpo,BNY Mellon Short Duration Corporate Bond ETF,us_market,BNY Mellon,,BKSB,AMEX
BKSE,BNY Mellon US Small Cap Core Equity ETF,,,ETF,,,,PCX,BNY Mellon US Small Cap Core Eq,BNY Mellon US Small Cap Core Equity ETF,us_market,BNY Mellon,,BKSE,AMEX
BKTI,Bk Technologies Inc,Technology,Communication Equipment,EQUITY,,https://www.bktechnologies.com,https://logo.clearbit.com/bktechnologies.com,ASE,BK Technologies Corporation,BK Technologies Corporation,us_market,,34743808,BKTI,AMEX
BKUI,BNY Mellon Ultra Short Income ETF,,,ETF,,,,PCX,BNY Mellon Ultra Short Income E,BNY Mellon Ultra Short Income ETF,us_market,BNY Mellon,,BKUI,AMEX
BKUS,BNY Mellon Sustainable US Equity ETF,,,ETF,,,,PCX,BNY Mellon ETF Trust BNY Mellon,BNY Mellon Sustainable US Equity ETF,us_market,BNY Mellon,,BKUS,AMEX
BLDG,Cambria Global Real Estate ETF,,,ETF,,,,BTS,Cambria Global Real Estate ETF,Cambria Global Real Estate ETF,us_market,CAMBRIA ETF TRUST,,BLDG,AMEX
BLES,Inspire Global Hope Large Cap ETF,,,ETF,,,,PCX,Inspire Global Hope ETF,Inspire Global Hope ETF,us_market,Inspire,,BLES,AMEX
BLHY,Virtus Dynamic Credit ETF,,,ETF,,,,PCX,Virtus Newfleet High Yield Bond,Virtus Newfleet High Yield Bond ETF,us_market,Virtus,,BLHY,AMEX
BLKC,Invesco Galaxy Blockchain Users and,,,ETF,,,,BTS,Invesco Alerian Galaxy Blockcha,Invesco Alerian Galaxy Blockchain Users and Decentralized Commerce ETF,us_market,Invesco,,BLKC,AMEX
BLOK,Transformational Data Sharing Amplify,,,ETF,,,,PCX,Amplify Transformational Data S,Amplify Transformational Data Sharing ETF,us_market,Amplify ETFs,,BLOK,AMEX
BLV,Long Term Bond Index ETF Vanguard,,,ETF,,,,PCX,Vanguard Long-Term Bond ETF,Vanguard Long-Term Bond Fund,us_market,Vanguard,,BLV,AMEX
BMAR,Innovator S&P 500 Buffer ETF March,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator S&P 500 Buffer ETF - March,us_market,Innovator ETFs,,BMAR,AMEX
BMAY,Innovator S&P 500 Buffer ETF May,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator S&P 500 Buffer ETF - May,us_market,Innovator ETFs,,BMAY,AMEX
BMED,Blackrock Future Health ETF,,,ETF,,,,PCX,BlackRock Future Health ETF,BlackRock Future Health ETF,us_market,BlackRock,,BMED,AMEX
BMT.W,Bm Technologies Inc WT [Bmtx/W],,,,,,,,,,,,,BMT.W,AMEX
BMTX,Bm Technologies Inc,Technology,Software—Application,EQUITY,,https://ir.bmtxinc.com,https://logo.clearbit.com/ir.bmtxinc.com,ASE,"BM Technologies, Inc.","BM Technologies, Inc.",us_market,,78328960,BMTX,AMEX
BNDC,Flexshares Core Select Bond Fund,,,ETF,,,,PCX,FlexShares Core Select Bond Fun,FlexShares Core Select Bond Fund,us_market,Flexshares Trust,,BNDC,AMEX
BNDD,Quadratic Deflation ETF,,,ETF,,,,PCX,Quadratic Deflation ETF,Quadratic Deflation ETF,us_market,Kraneshares Trust,,BNDD,AMEX
BNDI,Neos Enhanced Income Aggregate Bond ETF,,,ETF,,,,PCX,SHP ETF Trust NEOS Enhanced Inc,SHP ETF Trust - NEOS Enhanced Income Aggregate Bond ETF,us_market,,,BNDI,AMEX
BNE,ETF Series Blue Horizon Bne ETF,,,ETF,,,,PCX,ETF Series Solutions Blue Horiz,Blue Horizon BNE ETF,us_market,Genlith,,BNE,AMEX
BNGE,First Trust S-Network Streaming and,,,ETF,,,,PCX,First Trust S-Network Streaming,First Trust S-Network Streaming & Gaming ETF,us_market,First Trust,,BNGE,AMEX
BNKD,Microsectors -3X U.S. Big Banks ETN,,,ETF,,,,PCX,MicroSectors U.S. Big Banks Ind,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETNs,us_market,BMO Capital Markets,,BNKD,AMEX
BNKU,Microsectors 3X U.S. Big Banks ETN,,,ETF,,,,PCX,MicroSectors U.S. Big Banks Ind,MicroSectors U.S. Big Banks Index 3X Leveraged ETNs,us_market,BMO Capital Markets,,BNKU,AMEX
BNO,US Brent Oil,,,ETF,,,,PCX,"United States Brent Oil Fund, L","United States Brent Oil Fund, LP",us_market,USCF Investments,,BNO,AMEX
BNOV,Innovator S&P 500 Buffer ETF Nov,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator U.S. Equity Buffer ETF - November,us_market,Innovator ETFs,,BNOV,AMEX
BOAT,Sonicshares Global Shipping ETF,,,ETF,,,,PCX,SonicShares Global Shipping ETF,SonicShares Global Shipping ETF,us_market,SonicShares,,BOAT,AMEX
BOB,Merlyn.Ai Best-Of-Breed Core Momentum,,,ETF,,,,BTS,Merlyn.AI Best-of-Breed Core Mo,Alpha Architect Merlyn.AI Best-of-Breed Core Momentum ETF,us_market,Alpha Architect,,BOB,AMEX
BOCT,Innovator S&P 500 Buffer ETF Oct,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator S&P 500 Buffer ETF - October,us_market,Innovator ETFs,,BOCT,AMEX
BOIL,Ultra Bloomberg Natural Gas ETF,,,ETF,,,,PCX,ProShares Ultra Bloomberg Natur,ProShares Ultra Bloomberg Natural Gas,us_market,ProShares,,BOIL,AMEX
BOND,Pimco Active Bond TR ETF,,,ETF,,,,PCX,PIMCO Active Bond Exchange-Trad,PIMCO Active Bond Exchange-Traded Fund,us_market,PIMCO,,BOND,AMEX
BOSS,Gx Founder-Run Companies ETF,,,ETF,,,,BTS,Global X Funds Global X Founder,Global X Founder-Run Companies ETF,us_market,Global X Funds,,BOSS,AMEX
BOUT,Innovator Ibd Breakout Opportunities ETF,,,ETF,,,,PCX,Innovator IBD Breakout Opportun,Innovator IBD Breakout Opportunities ETF,us_market,Innovator ETFs,,BOUT,AMEX
BPAY,Blackrock Future Financial and,,,ETF,,,,PCX,BlackRock ETF Trust BlackRock F,,us_market,,,BPAY,AMEX
BRBS,Blue Ridge Bankshare,Financial Services,Banks—Regional,EQUITY,,https://www.blueridgebankshares.com,https://logo.clearbit.com/blueridgebankshares.com,ASE,"Blue Ridge Bankshares, Inc.","Blue Ridge Bankshares, Inc.",us_market,,248955184,BRBS,AMEX
BRF,Vaneck Brazil Small-Cap ETF,,,ETF,,,,PCX,VanEck Brazil Small-Cap ETF,VanEck Brazil Small-Cap ETF,us_market,VanEck,,BRF,AMEX
BRG,Bluerock Residential Growth Rei,Real Estate,REIT—Residential,EQUITY,,https://www.bluerockresidential.com,https://logo.clearbit.com/bluerockresidential.com,ASE,Bluerock Residential Growth REI,"Bluerock Residential Growth REIT, Inc.",us_market,,740792512,BRG,AMEX
BRG-C,Bluerock Residential Growth REIT Inc,,,,,,,,,,,,,BRG-C,AMEX
BRG-D,Bluerock Residential Growth REIT Inc,,,,,,,,,,,,,BRG-D,AMEX
BRKY,Direxion Breakfast Commodities Strategy,,,ETF,,,,PCX,Direxion Shares ETF Trust Direx,Direxion Breakfast Commodities Strategy ETF,us_market,Direxion Funds,,BRKY,AMEX
BRM.W,Broadmark Realty Capital Inc [Brmk/W],,,,,,,,,,,,,BRM.W,AMEX
BRN,Barnwell Industries,Energy,Oil & Gas E&P,EQUITY,,https://www.brninc.com,https://logo.clearbit.com/brninc.com,ASE,"Barnwell Industries, Inc.","Barnwell Industries, Inc.",us_market,,24086330,BRN,AMEX
BRZU,Brazil Bull 3X Direxion,,,ETF,,,,PCX,Direxion Daily Brazil Bull 2X S,Direxion Daily MSCI Brazil Bull 2X Shares,us_market,Direxion Funds,,BRZU,AMEX
BSEA,Etfmg Breakwave Sea Decarbon Tech ETF,,,ETF,,,,PCX,ETFMG Breakwave Sea Decarboniza,ETFMG Breakwave Sea Decarbonization Tech ETF,us_market,ETFMG,,BSEA,AMEX
BSEP,Innovator S&P 500 Buffer ETF Sep,,,ETF,,,,BTS,Innovator U.S. Equity Buffer ET,Innovator S&P 500 Buffer ETF - September,us_market,Innovator ETFs,,BSEP,AMEX
BSTP,Innovator Buffer Step-Up Strategy ETF,,,ETF,,,,PCX,Innovator ETFs Trust Innovator ,Innovator Buffer Step-Up Strategy ETF,us_market,Innovator ETFs,,BSTP,AMEX
BSV,Short-Term Bond ETF Vanguard,,,ETF,,,,PCX,Vanguard Short-Term Bond ETF,Vanguard Short-Term Bond Index Fund,us_market,Vanguard,,BSV,AMEX
BTAL,US Anti-Beta Fund Mkt Neutral,,,ETF,,,,PCX,AGFiQ U.S. Market Neutral Anti-,AGFiQ U.S. Market Neutral Anti-Beta Fund,us_market,AGFiQ,,BTAL,AMEX
BTCR,Volt Crypto Industry Revolution and Tech,,,ETF,,,,PCX,Volt Crypto Industry Revolution,Volt Crypto Industry Revolution and Tech ETF,us_market,Volt,,BTCR,AMEX
BTEK,Blackrock Future Tech ETF,,,ETF,,,,PCX,BlackRock Future Tech ETF,BlackRock Future Tech ETF,us_market,BlackRock,,BTEK,AMEX
BTG,B2Gold Corp,Basic Materials,Gold,EQUITY,,https://www.b2gold.com,https://logo.clearbit.com/b2gold.com,ASE,B2Gold Corp,B2Gold Corp.,us_market,,3145628416,BTG,AMEX
BTHM,Blackrock Future U.S. Themes ETF,,,ETF,,,,PCX,BlackRock ETF Trust BlackRock F,Blackrock Future U.S. Themes ETF,us_market,BlackRock,,BTHM,AMEX
BTN,Ballantyne Strong Inc,Consumer Cyclical,Leisure,EQUITY,,https://ballantynestrong.com,https://logo.clearbit.com/ballantynestrong.com,ASE,"Ballantyne Strong, Inc.","Ballantyne Strong, Inc",us_market,,38797500,BTN,AMEX
BTTR,Better Choice Company Inc,Consumer Defensive,Packaged Foods,EQUITY,,https://www.betterchoicecompany.com,https://logo.clearbit.com/betterchoicecompany.com,ASE,Better Choice Company Inc.,Better Choice Company Inc.,us_market,,36551624,BTTR,AMEX
BUFB,Innovator Laddered Allocation Buffer ETF,,,ETF,,,,BTS,Innovator ETFs Trust Innovator ,Innovator Laddered Allocation Buffer ETF,us_market,Innovator ETFs,,BUFB,AMEX
BUFD,FT CBOE Vest Fund of Deep Buffer ETF,,,ETF,,,,BTS,FT Cboe Vest Fund of Deep Buffe,FT Cboe Vest Fund of Deep Buffer ETFs,us_market,First Trust,,BUFD,AMEX
BUFF,Innovator Lunt Low Vol/High Beta,,,ETF,,,,BTS,Innovator Laddered Allocation P,Innovator Laddered Allocation Power Buffer ETF,us_market,Innovator ETFs,,BUFF,AMEX
BUFG,FT CBOE Vest Buffered Allocation Growth,,,ETF,,,,BTS,FT Cboe Vest Buffered Allocatio,FT Cboe Vest Buffered Allocation Growth ETF,us_market,First Trust,,BUFG,AMEX
BUFQ,FT CBOE Vest Fund of Nasdaq ViII,,,ETF,,,,BTS,First Trust Exchange-Traded Fun,FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,us_market,First Trust,,BUFQ,AMEX
BUFR,FT CBOE Vest Fund of Buffer ETFS,,,ETF,,,,BTS,FT Cboe Vest Fund of Buffer ETF,First Trust Cboe Vest Fund of Buffer ETFs,us_market,First Trust,,BUFR,AMEX
BUFT,FT CBOE Vest Buffered Allocation,,,ETF,,,,BTS,FT Cboe Vest Buffered Allocatio,FT Cboe Vest Buffered Allocation Defensive ETF,us_market,First Trust,,BUFT,AMEX
BUL,Pacer US Cash Cows Growth ETF,,,ETF,,,,PCX,Pacer US Cash Cows Growth ETF,Pacer US Cash Cows Growth ETF,us_market,Pacer,,BUL,AMEX
BULZ,Microsectors Fang & Innovation 3X ETN,,,ETF,,,,PCX,MicroSectors FANG & Innovation ,MicroSectors Solactive FANG Innovation 3X Leveraged ETNs,us_market,BMO Capital Markets,,BULZ,AMEX
BUYW,Northern Lights Fund Trust IV Main,,,ETF,,,,BTS,Northern Lights Fund Trust IV M,,us_market,,,BUYW,AMEX
BUYZ,Franklin Disruptive Commerce ETF,,,ETF,,,,BTS,Franklin Disruptive Commerce ET,Franklin Disruptive Commerce ETF,us_market,Franklin Templeton Investments,,BUYZ,AMEX
BUZZ,Vaneck Social Sentiment ETF,,,ETF,,,,PCX,VanEck Social Sentiment ETF,VanEck Social Sentiment ETF,us_market,VanEck,,BUZZ,AMEX
BWX,Intl Treasury Bond ETF SPDR,,,ETF,,,,PCX,SPDR Bloomberg International Tr,SPDR Bloomberg International Treasury Bond ETF,us_market,SPDR State Street Global Advisors,,BWX,AMEX
BWZ,Short-Term Intl Treasury Bond ETF SPDR,,,ETF,,,,PCX,SPDR Bloomberg Short Term Inter,SPDR Bloomberg Short Term International Treasury Bond ETF,us_market,SPDR State Street Global Advisors,,BWZ,AMEX
BYLD,Yield Optimized Bond Ishares ETF,,,ETF,,,,PCX,iShares Yield Optimized Bond ET,iShares Yield Optimized Bond ETF,us_market,iShares,,BYLD,AMEX
BYRE,Principal Real Estate ETF,,,ETF,,,,PCX,Principal Exchange-Traded Funds,Principal Real Estate Active Opportunities ETF,us_market,Principal Funds,,BYRE,AMEX
BYTE,Roundhill Io Digital Infrastructure ETF,,,ETF,,,,PCX,Roundhill IO Digital Infrastruc,Roundhill IO Digital Infrastructure ETF,us_market,Roundhill Investments,,BYTE,AMEX
BZQ,Ultrashort MSCI Brazil Capped ETF,,,ETF,,,,PCX,ProShares UltraShort MSCI Brazi,ProShares UltraShort MSCI Brazil Capped,us_market,ProShares,,BZQ,AMEX
CALF,Pacer US Small Cap Cash Cows 100 ETF,,,ETF,,,,BTS,Pacer US Small Cap Cash Cows 10,Pacer US Small Cap Cash Cows 100 ETF,us_market,Pacer,,CALF,AMEX
CANE,Teucrium Sugar,,,ETF,,,,PCX,Teucrium Sugar Fund ETV,Teucrium Sugar Fund,us_market,Teucrium,,CANE,AMEX
CANF,Can-Fite Biopharma Ltd ADR,Healthcare,Biotechnology,EQUITY,,https://www.canfite.com,https://logo.clearbit.com/canfite.com,ASE,Can-Fite Biopharma Ltd Sponsore,Can-Fite BioPharma Ltd.,us_market,,15118546,CANF,AMEX
CAPD,Barclays Schiller Cape ETN,,,ETF,,,,PCX,iPath Shiller CAPE ETN,Barclays ETN+ Shiller Capet ETN,us_market,Milleis Investissements Funds,,CAPD,AMEX
CAPE,Doubleline Shiller Cape U.S. Equities,,,ETF,,,,PCX,DoubleLine ETF Trust DoubleLine,Barclays ETN+ Shiller Capet ETN,us_market,Milleis Investissements Funds,,CAPE,AMEX
CBLS,Changebridge Capital Long/Short Equity,,,ETF,,,,PCX,Changebridge Capital Long/Short,Changebridge Capital Long/Short Equity ETF,us_market,Changebridge,,CBLS,AMEX
CBOE,CBOE Global Markets Inc,Financial Services,Financial Data & Stock Exchanges,EQUITY,,https://www.cboe.com,https://logo.clearbit.com/cboe.com,BTS,"Cboe Global Markets, Inc.","Cboe Global Markets, Inc.",us_market,,12384451584,CBOE,AMEX
CBON,Vaneck Chinaamc China Bond ETF,,,ETF,,,,PCX,VanEck China Bond ETF,VanEck China Bond ETF,us_market,VanEck,,CBON,AMEX
CBSE,Changebridge Capital Sustainable Equity,,,ETF,,,,PCX,Changebridge Capital Sustainabl,Changebridge Capital Sustainable Equity ETF,us_market,Changebridge,,CBSE,AMEX
CCEL,Cryo-Cell Intl Inc,Healthcare,Medical Care Facilities,EQUITY,,https://www.cryo-cell.com,https://logo.clearbit.com/cryo-cell.com,ASE,"Cryo-Cell International, Inc.","Cryo-Cell International, Inc.",us_market,,56727288,CCEL,AMEX
CCF,Chase Corp,Basic Materials,Specialty Chemicals,EQUITY,,https://chasecorp.com,https://logo.clearbit.com/chasecorp.com,ASE,Chase Corporation,Chase Corporation,us_market,,792248192,CCF,AMEX
CCOR,Core Alternative ETF,,,ETF,,,,PCX,Core Alternative ETF,Core Alternative ETF,us_market,Core Alternative Capital,,CCOR,AMEX
CCRV,Ishares Commodity Curve Carry ETF,,,ETF,,,,PCX,iShares U.S. ETF Trust iShares ,iShares Commodity Curve Carry Strategy ETF,us_market,iShares,,CCRV,AMEX
CDX,Simplify High Yield Plus Credit ETF,,,ETF,,,,PCX,Simplify Exchange Traded Funds ,Simplify High Yield PLUS Credit Hedge ETF,us_market,Simplify Asset Management,,CDX,AMEX
